;Education;Marital_Status;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Education_Level;Age;Total_Campaigns_Accepted;Average_Spend;Spent;Is_Parent;total_spending;avg_web_visits;online_purchase_ratio
541;Graduation;Widow;43638.0;0;1;37;63;10;83;7;19;19;2;4;1;4;7;0;0;0;0;0;0;0;High;54;0;100.5;264;1;201;0.5833333333333334;0.4444444444444444
542;PhD;Single;42710.0;1;0;38;252;3;42;4;3;102;2;4;5;3;6;0;0;0;0;0;0;0;High;39;0;203.0;658;1;406;0.5;0.3333333333333333
543;PhD;Married;84169.0;0;0;9;1478;19;403;0;19;0;1;7;6;6;3;0;1;1;0;0;0;1;High;41;2;1919.0;3397;0;1919;0.25;0.3684210526315789
544;Graduation;Together;54058.0;0;1;56;198;18;252;32;108;54;2;4;6;8;3;0;0;0;0;0;0;0;High;47;0;331.0;860;1;662;0.25;0.2222222222222222
545;2n Cycle;Married;24683.0;1;0;98;8;4;10;6;7;6;2;2;0;4;5;0;0;0;0;0;0;0;Low;33;0;20.5;49;1;41;0.4166666666666667;0.3333333333333333
546;Graduation;Widow;85620.0;0;0;68;416;46;925;60;107;46;1;3;6;4;1;0;0;0;0;0;0;1;High;59;0;1600.0;2016;0;1600;0.08333333333333333;0.23076923076923078
547;Graduation;Married;47850.0;1;0;72;42;7;43;20;12;10;1;3;0;4;6;0;0;0;0;0;0;0;High;43;0;134.0;176;1;134;0.5;0.42857142857142855
548;Graduation;Married;19514.0;1;1;47;14;3;21;2;1;28;4;3;1;2;8;1;0;0;0;0;0;1;High;55;1;17.25;83;1;69;0.6666666666666666;0.5
549;Master;Married;27159.0;1;1;33;17;0;3;0;0;1;2;1;0;3;6;0;0;0;0;0;0;0;High;50;0;10.5;38;1;21;0.5;0.25
550;2n Cycle;Single;39548.0;1;1;87;15;4;10;3;4;18;2;1;1;3;3;0;0;0;0;0;0;0;Low;60;0;27.0;69;1;54;0.25;0.2
551;Graduation;Single;21474.0;1;0;0;6;16;24;11;0;34;2;3;1;2;7;1;0;0;0;0;0;1;High;34;1;45.5;97;1;91;0.5833333333333334;0.5
552;PhD;Single;60504.0;0;1;73;458;0;24;6;4;34;2;6;2;8;6;0;0;0;0;0;0;0;High;52;0;263.0;984;1;526;0.5;0.375
553;Graduation;Married;22419.0;0;0;74;30;3;47;19;21;42;1;3;2;2;8;0;0;0;0;0;0;0;High;60;0;162.0;192;0;162;0.6666666666666666;0.42857142857142855
554;Master;Married;81698.0;0;0;4;179;28;520;111;123;47;1;3;8;13;1;0;0;0;0;0;0;1;High;74;0;1008.0;1187;0;1008;0.08333333333333333;0.125
555;Graduation;Together;43462.0;1;1;50;90;17;97;15;6;15;6;4;1;5;8;0;0;0;0;0;0;0;High;71;0;40.0;330;1;240;0.6666666666666666;0.4
556;PhD;Single;54880.0;1;0;57;308;85;137;102;45;118;2;6;2;11;5;0;0;0;0;0;0;0;High;45;0;397.5;1103;1;795;0.4166666666666667;0.3157894736842105
557;Graduation;Married;79908.0;0;0;30;557;129;761;29;185;111;1;5;6;7;2;0;0;1;0;0;0;0;High;41;1;1772.0;2329;0;1772;0.16666666666666666;0.2777777777777778
558;2n Cycle;Married;15315.0;0;0;27;7;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;0;0;Low;53;0;32.0;71;0;64;0.4166666666666667;0.3333333333333333
559;Graduation;Together;87771.0;0;1;61;1492;38;287;50;57;33;1;5;10;4;6;0;1;1;1;1;0;1;High;64;4;1957.0;3449;1;1957;0.5;0.2631578947368421
560;Graduation;Married;33039.0;1;0;4;30;8;12;8;8;12;1;2;0;4;5;0;0;0;0;0;0;0;High;45;0;78.0;108;1;78;0.4166666666666667;0.3333333333333333
561;Graduation;Single;81741.0;0;0;75;249;153;940;58;134;38;0;6;6;7;2;0;0;0;0;0;0;0;High;43;0;inf;1821;0;1572;0.16666666666666666;0.3157894736842105
562;Master;Together;71499.0;0;1;12;465;25;132;136;0;37;2;8;3;13;4;0;0;0;0;0;0;0;High;52;0;397.5;1260;1;795;0.3333333333333333;0.3333333333333333
563;2n Cycle;Married;62466.0;0;1;13;129;129;259;168;121;83;5;6;3;12;4;0;0;0;0;0;0;0;Low;53;0;177.8;1018;1;889;0.3333333333333333;0.2857142857142857
564;PhD;Divorced;48799.0;0;1;9;174;18;81;28;6;24;3;3;2;7;3;0;0;0;0;0;0;0;High;60;0;110.33333333333333;505;1;331;0.25;0.25
565;PhD;Together;52157.0;0;1;48;189;2;29;3;2;40;2;3;2;5;4;0;0;0;0;0;0;0;High;73;0;132.5;454;1;265;0.3333333333333333;0.3
566;Graduation;Single;66565.0;0;1;80;747;10;161;65;40;42;4;4;2;9;8;0;0;0;0;0;0;0;High;61;0;266.25;1812;1;1065;0.6666666666666666;0.26666666666666666
567;Master;Together;29298.0;1;1;60;6;0;2;2;0;1;1;1;0;2;5;0;0;0;0;0;0;0;High;72;0;11.0;17;1;11;0.4166666666666667;0.3333333333333333
568;Graduation;Single;47691.0;0;1;43;14;0;3;0;0;4;1;1;0;2;6;0;0;0;0;0;0;0;High;44;0;21.0;35;1;21;0.5;0.3333333333333333
569;Graduation;Together;38200.0;1;1;19;12;0;4;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0;High;53;0;17.0;29;1;17;0.5833333333333334;0.3333333333333333
570;Graduation;Married;44989.0;0;1;26;98;0;106;49;10;106;5;5;1;5;6;0;0;0;0;0;0;0;High;49;0;73.8;467;1;369;0.5;0.45454545454545453
571;PhD;Married;38443.0;1;1;58;32;0;5;0;0;1;2;1;0;3;7;0;0;0;0;0;0;0;High;55;0;19.0;70;1;38;0.5833333333333334;0.25
572;2n Cycle;Single;38593.0;1;0;42;51;12;49;17;24;24;3;4;1;3;8;0;0;0;0;0;0;0;Low;45;0;59.0;228;1;177;0.6666666666666666;0.5
573;PhD;Together;64413.0;0;1;27;200;5;44;0;10;20;1;5;1;5;5;0;0;0;0;0;0;0;High;53;0;279.0;479;1;279;0.4166666666666667;0.45454545454545453
574;Master;Married;36959.0;1;0;56;25;6;25;6;0;0;2;2;0;3;8;0;0;0;0;0;0;0;High;42;0;31.0;87;1;62;0.6666666666666666;0.4
575;PhD;Married;61996.0;0;1;27;1050;12;144;0;0;24;3;6;4;8;5;0;1;0;1;1;0;1;High;46;3;410.0;2280;1;1230;0.4166666666666667;0.3333333333333333
576;Graduation;Married;51287.0;1;1;10;117;0;22;13;0;30;3;4;1;3;7;0;0;0;0;0;0;0;High;55;0;60.666666666666664;299;1;182;0.5833333333333334;0.5
577;Graduation;Married;13260.0;1;1;48;9;4;17;10;2;7;4;3;0;3;8;0;0;0;0;0;0;0;High;53;0;12.25;58;1;49;0.6666666666666666;0.5
578;PhD;Together;47472.0;1;1;39;56;0;11;0;0;8;2;2;0;4;5;0;0;0;0;0;0;0;High;57;0;37.5;131;1;75;0.4166666666666667;0.3333333333333333
579;Master;Together;54603.0;1;1;85;145;13;46;17;2;4;6;4;2;4;7;0;0;0;0;0;0;0;High;67;0;37.833333333333336;372;1;227;0.5833333333333334;0.4
580;PhD;Married;45207.0;1;1;64;203;0;10;0;0;2;5;3;1;6;6;0;1;0;0;0;0;0;High;49;1;43.0;418;1;215;0.5;0.3
581;Graduation;Together;40689.0;0;1;69;270;3;27;39;6;99;7;7;1;5;8;0;0;0;0;0;0;0;High;72;0;63.42857142857143;714;1;444;0.6666666666666666;0.5384615384615384
582;2n Cycle;Together;47821.0;1;1;54;9;0;16;6;6;10;1;1;0;3;8;0;0;0;0;0;0;0;Low;56;0;47.0;56;1;47;0.6666666666666666;0.25
583;Master;Married;27450.0;0;0;57;37;12;23;8;11;52;1;2;1;3;7;0;0;0;0;0;0;0;High;72;0;143.0;180;0;143;0.5833333333333334;0.3333333333333333
584;Graduation;Together;39453.0;1;0;64;46;0;7;0;0;2;2;2;0;3;6;0;0;0;0;0;0;0;High;40;0;27.5;101;1;55;0.5;0.4
585;2n Cycle;Together;26850.0;1;1;10;31;1;13;7;2;9;4;2;1;4;4;0;0;0;0;0;0;0;Low;52;0;15.75;94;1;63;0.3333333333333333;0.2857142857142857
586;Graduation;Widow;79800.0;0;0;65;1060;21;530;32;0;224;1;5;11;5;3;1;0;1;1;0;0;1;High;68;3;1867.0;2927;0;1867;0.25;0.23809523809523808
587;Master;Married;61794.0;0;1;74;264;47;188;54;47;11;2;4;4;10;2;0;0;0;0;0;0;0;High;62;0;305.5;875;1;611;0.16666666666666666;0.2222222222222222
588;Graduation;Together;53863.0;0;1;4;399;4;30;6;4;30;3;7;1;7;7;0;1;0;0;0;0;0;High;68;1;157.66666666666666;872;1;473;0.5833333333333334;0.4666666666666667
589;Graduation;Together;24221.0;0;0;94;8;9;9;2;5;22;1;1;1;3;4;0;0;0;0;0;0;0;High;64;0;55.0;63;0;55;0.3333333333333333;0.2
590;PhD;Single;39684.0;1;0;41;19;0;35;6;4;17;2;2;1;2;7;0;0;0;0;0;1;1;High;39;0;40.5;100;1;81;0.5833333333333334;0.4
591;Master;Married;92163.0;0;0;25;817;183;797;106;163;20;0;5;11;5;2;0;0;1;1;0;0;1;High;48;2;inf;2903;0;2086;0.16666666666666666;0.23809523809523808
592;Master;Single;69882.0;0;0;94;292;127;635;132;127;165;1;3;7;9;1;0;0;0;0;0;0;0;High;58;0;1478.0;1770;0;1478;0.08333333333333333;0.15789473684210525
593;Graduation;Together;33178.0;1;0;9;12;6;2;11;2;16;1;1;0;3;4;0;0;0;0;0;0;0;High;46;0;49.0;61;1;49;0.3333333333333333;0.25
594;PhD;Married;59973.0;0;0;47;130;30;168;20;34;0;1;3;4;7;1;0;0;0;0;0;0;0;High;51;0;382.0;512;0;382;0.08333333333333333;0.21428571428571427
595;Master;Together;17459.0;1;0;12;6;4;16;3;10;30;3;3;1;2;7;0;0;0;0;0;0;1;High;48;0;23.0;75;1;69;0.5833333333333334;0.5
596;Graduation;Divorced;23910.0;1;0;80;16;12;18;7;1;13;1;2;0;3;7;0;0;0;0;0;0;0;High;54;0;67.0;83;1;67;0.5833333333333334;0.4
597;Master;Married;42169.0;1;1;20;19;0;9;0;0;2;2;1;0;3;8;0;0;0;0;0;0;0;High;54;0;15.0;49;1;30;0.6666666666666666;0.25
598;2n Cycle;Married;26224.0;1;0;39;4;7;15;13;9;15;3;2;1;3;6;0;0;0;0;0;0;0;Low;45;0;21.0;67;1;63;0.5;0.3333333333333333
599;Graduation;Together;31089.0;1;0;57;31;3;31;2;8;4;3;3;0;4;8;0;0;0;0;0;0;0;High;42;0;26.333333333333332;110;1;79;0.6666666666666666;0.42857142857142855
600;Graduation;Single;30081.0;0;1;27;36;0;2;0;0;4;1;1;0;3;7;0;0;0;0;0;0;0;High;62;0;42.0;78;1;42;0.5833333333333334;0.25
601;Graduation;Together;62807.0;0;1;83;526;28;135;10;21;99;3;5;3;12;5;0;0;0;0;0;0;0;High;63;0;273.0;1345;1;819;0.4166666666666667;0.25
602;Graduation;Single;72906.0;0;0;79;400;32;519;71;75;54;1;3;4;9;1;0;0;0;0;0;0;0;High;68;0;1151.0;1551;0;1151;0.08333333333333333;0.1875
603;PhD;Married;61467.0;0;2;69;410;16;114;0;5;49;3;5;2;10;5;0;0;0;0;0;0;0;High;75;0;198.0;1004;1;594;0.4166666666666667;0.29411764705882354
604;Master;Together;49618.0;1;1;77;80;3;26;4;2;14;4;3;1;3;7;0;0;0;0;0;0;0;High;57;0;32.25;209;1;129;0.5833333333333334;0.42857142857142855
605;Master;Single;21888.0;1;0;15;88;10;46;2;3;64;4;5;1;2;10;0;0;0;0;0;0;1;High;37;0;53.25;301;1;213;0.8333333333333334;0.625
606;Graduation;Widow;42429.0;0;1;99;55;0;6;2;0;4;2;1;1;3;5;0;0;0;0;0;0;0;High;50;0;33.5;122;1;67;0.4166666666666667;0.2
607;Graduation;Divorced;26150.0;2;1;61;5;1;13;3;5;1;1;1;0;3;7;0;0;0;0;0;0;0;High;67;0;28.0;33;1;28;0.5833333333333334;0.25
608;Basic;Married;30801.0;0;1;23;8;4;5;15;2;11;2;1;0;3;7;0;0;0;0;0;0;0;Middle;48;0;22.5;53;1;45;0.5833333333333334;0.25
609;Graduation;Married;81168.0;0;0;84;410;0;592;147;22;22;1;6;4;7;3;0;0;0;1;0;0;0;High;58;1;1193.0;1603;0;1193;0.25;0.35294117647058826
610;Master;Single;26877.0;0;0;74;101;13;76;20;18;40;2;3;1;6;6;0;0;0;0;0;0;0;High;54;0;134.0;369;0;268;0.5;0.3
611;Master;Widow;45006.0;0;0;90;162;25;53;16;0;10;1;3;1;7;3;0;0;0;0;0;0;0;High;79;0;266.0;428;0;266;0.25;0.2727272727272727
612;Basic;Married;18978.0;1;0;41;2;8;1;4;7;15;1;1;0;3;8;0;0;0;0;0;0;0;Middle;50;0;37.0;39;1;37;0.6666666666666666;0.25
613;Graduation;Married;22574.0;2;1;28;25;0;8;2;0;2;2;2;0;3;7;0;0;0;0;0;0;0;High;56;0;18.5;62;1;37;0.5833333333333334;0.4
614;PhD;Single;48240.0;0;0;73;389;91;248;64;49;41;3;6;3;13;5;0;0;0;0;0;0;1;High;54;0;294.0;1271;0;882;0.4166666666666667;0.2727272727272727
615;Graduation;Married;45837.0;1;1;88;215;13;87;17;17;24;5;6;2;5;7;0;0;0;0;0;0;0;High;49;0;74.6;588;1;373;0.5833333333333334;0.46153846153846156
616;Master;Single;35791.0;2;1;94;27;0;5;0;0;3;2;1;0;3;8;0;0;0;0;0;0;0;High;58;0;17.5;62;1;35;0.6666666666666666;0.25
618;Graduation;Widow;54162.0;1;1;31;5;6;10;6;5;10;1;1;0;3;4;0;0;0;0;0;0;0;High;45;0;42.0;47;1;42;0.3333333333333333;0.25
619;Master;Married;30522.0;0;1;6;179;8;83;19;11;26;5;1;2;9;2;0;0;0;0;0;0;0;High;63;0;65.2;505;1;326;0.16666666666666666;0.08333333333333333
620;PhD;Married;54456.0;0;1;23;352;0;27;10;0;15;3;6;1;7;6;0;0;0;0;0;0;0;High;62;0;134.66666666666666;756;1;404;0.5;0.42857142857142855
621;Graduation;Single;31632.0;0;0;92;17;8;12;11;15;32;1;2;1;2;7;0;0;0;0;0;0;0;High;52;0;95.0;112;0;95;0.5833333333333334;0.4
622;Graduation;Widow;72298.0;0;0;52;625;35;169;58;17;35;1;4;3;6;1;0;1;1;0;0;0;0;High;74;2;939.0;1564;0;939;0.08333333333333333;0.3076923076923077
623;2n Cycle;Single;36975.0;1;0;50;10;6;11;0;4;2;1;1;0;3;7;0;0;0;0;0;0;0;Low;45;0;33.0;43;1;33;0.5833333333333334;0.25
624;2n Cycle;Married;72635.0;0;0;54;390;22;323;104;35;107;1;6;8;6;3;0;0;0;1;0;0;0;Low;68;1;981.0;1371;0;981;0.25;0.3
625;Graduation;Married;13624.0;1;0;93;10;2;15;2;1;6;2;2;0;3;6;0;0;0;0;0;0;0;High;47;0;18.0;46;1;36;0.5;0.4
626;Graduation;Single;84196.0;0;1;56;215;63;507;231;31;190;1;8;4;7;3;0;0;0;0;0;0;0;High;48;0;1237.0;1452;1;1237;0.25;0.42105263157894735
627;Graduation;Together;70971.0;0;1;28;1001;17;572;93;125;17;7;11;11;5;7;0;0;0;0;0;0;1;High;63;0;260.7142857142857;2826;1;1825;0.5833333333333334;0.4074074074074074
628;PhD;Divorced;34487.0;1;1;94;19;18;33;24;1;8;3;3;0;3;9;0;0;0;0;0;0;0;High;46;0;34.333333333333336;122;1;103;0.75;0.5
629;Graduation;Single;28769.0;1;0;76;41;5;129;10;3;3;3;4;1;4;9;0;0;0;0;0;0;0;High;46;0;63.666666666666664;232;1;191;0.75;0.4444444444444444
630;PhD;Married;69084.0;1;0;43;1181;107;199;39;30;30;2;7;3;13;8;0;0;0;0;0;0;0;High;53;0;793.0;2767;1;1586;0.6666666666666666;0.30434782608695654
631;PhD;Together;65488.0;0;0;46;603;45;207;36;18;54;1;3;4;6;1;0;0;0;0;0;0;0;High;65;0;963.0;1566;0;963;0.08333333333333333;0.23076923076923078
632;2n Cycle;Married;62466.0;0;1;13;129;129;259;168;121;83;5;6;3;12;4;0;0;0;0;0;0;0;Low;53;0;177.8;1018;1;889;0.3333333333333333;0.2857142857142857
633;2n Cycle;Single;32218.0;0;0;27;10;24;15;13;1;30;1;2;1;3;7;1;0;0;0;0;0;1;Low;63;1;93.0;103;0;93;0.5833333333333334;0.3333333333333333
634;Graduation;Single;83917.0;0;0;12;514;22;732;42;198;79;1;6;7;7;3;0;0;0;0;0;0;1;High;50;0;1587.0;2101;0;1587;0.25;0.3
635;Graduation;Divorced;46102.0;2;1;3;14;0;1;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0;High;61;0;16.0;30;1;16;0.5833333333333334;0.3333333333333333
636;Graduation;Single;84574.0;0;0;72;387;20;713;38;54;163;1;9;11;11;5;0;0;0;0;0;0;0;High;71;0;1375.0;1762;0;1375;0.4166666666666667;0.2903225806451613
637;Graduation;Married;56181.0;0;1;6;121;103;69;8;44;48;1;4;2;7;4;0;0;0;0;0;0;0;High;61;0;393.0;514;1;393;0.3333333333333333;0.3076923076923077
638;Master;Divorced;63120.0;0;1;53;965;69;279;54;41;69;5;8;4;9;7;0;0;0;0;0;0;1;High;73;0;295.4;2442;1;1477;0.5833333333333334;0.38095238095238093
639;Graduation;Married;73691.0;0;1;58;707;21;250;85;43;73;2;6;2;8;2;1;0;0;0;0;0;0;High;52;1;589.5;1886;1;1179;0.16666666666666666;0.375
640;Graduation;Together;63381.0;0;1;78;571;50;142;33;50;159;4;4;5;13;2;0;0;0;0;0;0;0;High;63;0;251.25;1576;1;1005;0.16666666666666666;0.18181818181818182
641;PhD;Together;76140.0;0;0;57;586;66;653;17;0;26;1;5;9;6;2;0;0;0;0;0;0;0;High;75;0;1348.0;1934;0;1348;0.16666666666666666;0.25
642;PhD;Divorced;62859.0;0;1;37;1063;89;102;16;12;25;4;9;4;6;6;0;0;0;0;0;0;0;High;64;0;326.75;2370;1;1307;0.5;0.47368421052631576
643;Graduation;Single;45906.0;0;1;20;305;3;27;4;3;144;2;5;4;4;5;1;0;0;0;0;0;0;High;59;1;243.0;791;1;486;0.4166666666666667;0.38461538461538464
644;Master;Together;77632.0;0;0;73;1200;105;758;0;42;147;1;4;2;6;2;0;1;1;0;0;0;1;High;76;2;2252.0;3452;0;2252;0.16666666666666666;0.3333333333333333
645;PhD;Married;46463.0;1;1;56;163;2;40;8;11;11;7;3;1;6;6;0;0;0;0;0;0;0;High;52;0;33.57142857142857;398;1;235;0.5;0.3
646;Graduation;Together;105471.0;0;0;36;1009;181;104;202;21;207;0;9;8;13;3;0;0;1;1;0;0;1;High;53;2;inf;2733;0;1724;0.25;0.3
647;Master;Divorced;55282.0;1;0;9;125;6;73;8;4;19;1;3;1;6;4;0;0;0;0;0;0;0;High;53;0;235.0;360;1;235;0.3333333333333333;0.3
648;Master;Married;78710.0;0;1;42;721;0;152;119;50;50;3;7;6;12;4;0;0;0;0;0;0;0;High;46;0;364.0;1813;1;1092;0.3333333333333333;0.28
649;Graduation;Together;66886.0;0;1;28;315;4;62;41;31;146;2;7;1;7;5;0;0;0;0;0;0;0;High;65;0;299.5;914;1;599;0.4166666666666667;0.4666666666666667
650;Master;Single;98777.0;0;0;23;1000;19;711;125;115;38;0;4;6;9;1;0;1;0;0;0;0;0;High;63;1;inf;3008;0;2008;0.08333333333333333;0.21052631578947367
651;Graduation;Together;29103.0;1;0;38;16;0;17;6;3;6;2;1;0;3;9;0;0;0;0;0;0;0;High;38;0;24.0;64;1;48;0.75;0.25
652;Graduation;Married;67445.0;0;1;63;757;80;217;29;80;11;5;9;6;12;6;0;0;0;0;0;0;0;High;49;0;234.8;1931;1;1174;0.5;0.3333333333333333
653;PhD;Together;50616.0;0;1;71;30;2;25;0;1;9;1;1;1;4;2;0;0;0;0;0;0;0;High;73;0;67.0;97;1;67;0.16666666666666666;0.16666666666666666
654;Graduation;Divorced;49431.0;0;1;9;219;3;100;26;0;17;2;7;1;5;8;0;0;0;0;0;0;0;High;68;0;182.5;584;1;365;0.6666666666666666;0.5384615384615384
656;Graduation;Together;61278.0;0;1;87;111;3;28;2;6;15;2;3;1;4;6;0;0;0;0;0;0;0;High;70;0;82.5;276;1;165;0.5;0.375
657;2n Cycle;Together;26490.0;0;0;92;45;47;52;21;20;25;2;3;1;5;6;0;0;0;0;0;0;0;Low;65;0;105.0;255;0;210;0.5;0.3333333333333333
658;PhD;Together;73059.0;0;1;36;410;112;420;0;82;71;1;9;3;13;4;0;0;0;0;0;0;0;High;76;0;1095.0;1505;1;1095;0.3333333333333333;0.36
659;PhD;Single;46734.0;1;2;86;100;1;39;6;1;76;4;3;2;3;6;1;0;0;0;0;0;0;High;57;1;55.75;323;1;223;0.5;0.375
660;Graduation;Together;56253.0;0;1;83;509;0;65;7;11;5;4;7;2;9;6;0;0;0;0;0;0;0;High;60;0;149.25;1106;1;597;0.5;0.3888888888888889
661;Graduation;Married;19986.0;1;0;74;3;6;5;0;2;6;1;0;0;3;7;0;0;0;0;0;0;0;High;38;0;22.0;25;1;22;0.5833333333333334;0.0
662;Graduation;Widow;58330.0;0;1;87;445;53;213;104;98;151;1;6;4;13;4;0;0;0;0;0;0;0;High;48;0;1064.0;1509;1;1064;0.3333333333333333;0.2608695652173913
663;Basic;Married;25965.0;0;0;29;2;2;11;41;7;11;1;2;0;3;8;0;0;0;0;0;0;0;Middle;43;0;74.0;76;0;74;0.6666666666666666;0.4
664;Master;Together;14661.0;0;0;88;4;1;11;6;2;2;1;1;0;3;6;0;0;0;0;0;0;0;High;67;0;26.0;30;0;26;0.5;0.25
665;Graduation;Married;18690.0;0;0;77;6;1;7;23;4;19;1;1;1;2;8;0;0;0;0;0;0;0;High;64;0;60.0;66;0;60;0.6666666666666666;0.25
666;PhD;Together;45068.0;0;1;25;14;0;3;0;0;3;1;1;0;2;7;0;0;0;0;0;0;0;High;49;0;20.0;34;1;20;0.5833333333333334;0.3333333333333333
667;Basic;Single;21063.0;1;0;34;1;10;11;19;3;15;2;2;0;3;6;0;0;0;0;0;0;0;Middle;36;0;29.5;60;1;59;0.5;0.4
668;PhD;Married;29187.0;1;0;43;26;0;6;0;0;2;1;1;0;3;8;0;0;0;0;0;0;0;High;55;0;34.0;60;1;34;0.6666666666666666;0.25
669;2n Cycle;Married;54690.0;1;1;76;111;16;37;7;9;18;3;3;1;5;3;0;0;0;0;0;0;0;Low;52;0;66.0;309;1;198;0.25;0.3333333333333333
670;PhD;Married;59304.0;0;1;81;418;61;428;80;51;10;3;7;8;10;5;0;0;0;0;0;0;0;High;59;0;349.3333333333333;1466;1;1048;0.4166666666666667;0.28
671;Master;Single;59247.0;0;2;87;327;9;122;19;14;83;5;5;2;9;6;0;0;0;0;0;0;0;High;61;0;114.8;901;1;574;0.5;0.3125
672;Graduation;Widow;66731.0;0;1;33;371;159;194;58;106;141;4;4;3;6;3;0;0;0;0;0;0;0;High;53;0;257.25;1400;1;1029;0.25;0.3076923076923077
673;Graduation;Married;77353.0;0;1;38;275;59;107;69;101;59;2;6;4;8;4;0;0;0;0;0;0;0;High;43;0;335.0;945;1;670;0.3333333333333333;0.3333333333333333
674;PhD;Single;52614.0;0;1;63;789;0;142;12;9;38;2;2;4;8;8;0;0;0;0;0;0;0;High;48;0;495.0;1779;1;990;0.6666666666666666;0.14285714285714285
675;Graduation;Married;26751.0;2;0;26;1;1;5;0;3;1;1;1;0;2;8;0;0;0;0;0;0;0;High;49;0;11.0;12;1;11;0.6666666666666666;0.3333333333333333
676;PhD;Married;81300.0;0;1;17;1004;12;145;32;12;36;3;10;3;5;5;0;0;0;1;0;0;1;High;60;1;413.6666666666667;2245;1;1241;0.4166666666666667;0.5555555555555556
677;Graduation;Single;70337.0;0;0;75;187;81;149;25;43;91;1;2;2;12;1;0;0;0;0;0;0;0;High;44;0;576.0;763;0;576;0.08333333333333333;0.125
678;2n Cycle;Married;36145.0;1;0;13;56;4;76;17;1;18;4;4;1;3;9;1;0;0;0;0;0;1;Low;38;1;43.0;228;1;172;0.75;0.5
679;PhD;Single;65295.0;0;0;19;365;32;117;34;110;6;1;3;3;13;2;0;0;0;0;0;0;0;High;43;0;664.0;1029;0;664;0.16666666666666666;0.15789473684210525
680;Graduation;Divorced;68118.0;0;1;51;595;23;123;10;23;154;2;8;9;4;6;0;0;0;0;0;0;0;High;60;0;464.0;1523;1;928;0.5;0.38095238095238093
681;Graduation;Divorced;68743.0;0;0;81;1132;134;384;175;134;115;1;11;5;13;7;0;0;0;0;0;0;0;High;56;0;2074.0;3206;0;2074;0.5833333333333334;0.3793103448275862
682;2n Cycle;Together;41039.0;0;0;32;34;11;137;179;61;45;1;8;1;5;8;0;0;0;0;0;0;0;Low;41;0;467.0;501;0;467;0.6666666666666666;0.5714285714285714
683;Graduation;Together;38946.0;0;1;84;116;6;82;6;6;41;2;3;1;6;5;0;0;0;0;0;0;0;High;68;0;128.5;373;1;257;0.4166666666666667;0.3
684;Graduation;Together;65777.0;0;0;87;565;32;435;28;32;54;1;2;8;6;1;0;0;0;0;0;0;0;High;56;0;1146.0;1711;0;1146;0.08333333333333333;0.125
685;PhD;Divorced;66476.0;0;1;99;372;18;126;47;48;78;2;5;2;11;4;0;0;0;0;0;0;0;High;47;0;344.5;1061;1;689;0.3333333333333333;0.2777777777777778
686;PhD;Single;86857.0;0;0;96;899;102;838;133;102;40;1;5;6;10;2;0;0;0;0;0;0;1;High;51;0;2114.0;3013;0;2114;0.16666666666666666;0.23809523809523808
688;PhD;Together;77845.0;0;0;40;760;40;480;0;40;26;1;3;5;12;1;0;0;1;1;0;0;0;High;34;2;1346.0;2106;0;1346;0.08333333333333333;0.15
689;PhD;Together;69476.0;0;0;3;260;86;559;63;9;67;1;4;6;4;2;0;0;0;0;0;0;0;High;54;0;1044.0;1304;0;1044;0.16666666666666666;0.2857142857142857
690;PhD;Divorced;50611.0;0;1;98;459;0;24;6;0;4;6;4;5;7;6;0;1;0;0;0;0;1;High;63;1;82.16666666666667;952;1;493;0.5;0.25
691;Graduation;Single;61209.0;0;0;73;466;0;224;119;49;99;1;5;3;4;2;0;0;0;0;0;0;0;High;53;0;957.0;1423;0;957;0.16666666666666666;0.4166666666666667
692;Master;Together;42315.0;0;1;90;67;15;80;17;11;80;3;1;4;4;3;0;0;0;0;0;0;0;High;65;0;90.0;337;1;270;0.25;0.1111111111111111
693;Basic;Together;13084.0;0;0;29;2;0;7;3;7;10;1;1;0;3;6;0;0;0;0;0;0;0;Middle;71;0;29.0;31;0;29;0.5;0.25
694;Master;Widow;47570.0;1;1;3;67;1;20;0;2;31;3;2;2;2;7;0;0;0;0;0;0;1;High;74;0;40.333333333333336;188;1;121;0.5833333333333334;0.3333333333333333
695;Master;Married;61923.0;0;2;94;92;4;18;3;3;6;1;2;1;4;3;0;0;0;0;0;0;0;High;62;0;126.0;218;1;126;0.25;0.2857142857142857
696;Graduation;Single;34824.0;0;0;65;4;2;11;2;0;4;1;1;0;2;6;0;0;0;0;0;0;0;High;28;0;23.0;27;0;23;0.5;0.3333333333333333
697;PhD;Single;26518.0;1;1;33;20;1;28;3;3;2;3;2;0;3;8;0;0;0;0;0;0;1;High;74;0;19.0;77;1;57;0.6666666666666666;0.4
698;Graduation;Single;45938.0;0;0;46;273;11;178;62;83;29;2;8;4;6;6;0;0;0;0;0;0;0;High;62;0;318.0;909;0;636;0.5;0.4444444444444444
